Removed Pin From Net: NetName=1WIRE_BUS Pin=D7-3
Removed Pin From Net: NetName=UART.RX Pin=R43-1
Removed Pin From Net: NetName=1WIRE_BUS Pin=R43-2
Removed Pin From Net: NetName=GND Pin=R56-1
Removed Pin From Net: NetName=GND Pin=R58-1
Removed Pin From Net: NetName=GND Pin=R59-1
Removed Pin From Net: NetName=1WIRE_BUS Pin=U7-2
Removed Member From Class: ClassName=1Wire Member=D7
Removed Member From Class: ClassName=1Wire Member=R43
Change Component Footprint: Designator=J1 Old Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1 New Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1
Change Component Footprint: Designator=J2 Old Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1 New Footprint=DF40HC(3.0)-100DS-0.4V(51-Footprint-1
Change Component Footprint: Designator=R43 Old Footprint=SMD_RES_0402(1005)_N New Footprint=SMD_RES_2512(6432)_N
Change Component Footprint: Designator=D7 Old Footprint=SOT23-3 New Footprint=LED_3MM_SPACED_6.4MM_BLUE
Change Component Comment : Designator=J11 Old Comment=C71827 New Comment=B2100S40PE000
Change Component Comment : Designator=D7 Old Comment=LBAT54ALT1G New Comment=TJ-L3FYTGCBMCGSFLC6B-A5
Change Component Comment : Designator=R43 Old Comment=RC0402FR-070RL New Comment=AC2512FK-07470RL
Change Managed Component Library Link : Designator=J1 Old VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 New VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 Old ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 New ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 Old RevisionGUID=abb70f75-5808-4815-97cc-c6b55b50e4a6 New RevisionGUID=e82a4879-8232-478d-abe3-1a5de26feeaf
Change Managed Component Library Link : Designator=J2 Old VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 New VaultGUID=D814680C-BF6A-48BF-A460-F1E8172B4765 Old ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 New ItemGUID=30d6e968-bd07-405d-aeff-92325dd631e9 Old RevisionGUID=abb70f75-5808-4815-97cc-c6b55b50e4a6 New RevisionGUID=e82a4879-8232-478d-abe3-1a5de26feeaf
Change component parameters: Designator = "R43" ("R43"); Footprint = "SMD_RES_0402(1005)_N"; UniqueID = "\TKWWRQBJ\IQZFYCUO" ("\TKWWRQBJ\IQZFYCUO")
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R80(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R81(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R82(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R83(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R84(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R85(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R86_1(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R86_2(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R86_3(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R86_4(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R86_5(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R86_6(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R86_7(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R86_8(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R86_9(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R86_10(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R87_1(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R87_2(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R87_3(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R87_4(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R87_5(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R87_6(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R87_7(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R87_8(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R87_9(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R87_10(SMD_RES_2512(6432)_N)
Add component (AddParameter): Name = "Package"; Value = "2512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R88_1(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R88_2(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R88_3(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R88_4(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R88_5(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R88_6(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R88_7(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R88_8(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R88_9(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=R88_10(SMD_RES_0402(1005)_N)
Add component (AddParameter): Name = "Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Rating"; Value = "1/16W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Added Component: Designator=U11(LQFP32_7x7)
Added Component: Designator=Y1(ABRA-ABM3-2_V)
Add component (AddParameter): Name = "Approvals"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Brand"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Brand/Series"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "capacitance_tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code (Imperial)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code (Metric)"; Value = ""; VariantName = "[No Variations]"
